"","id","cond","error","counter"
"404",81,"passive",28,4
"405",81,"passive",21,4
"406",82,"active",5,1
"407",82,"active",4,1
"408",82,"active",7,1
"409",82,"active",7,1
"410",82,"active",5,1
"411",83,"active",2,0
"412",83,"active",6,0
"413",83,"active",4,0
"414",83,"active",8,0
"415",83,"active",4,0
"416",84,"active",0,0
"417",84,"active",3,0
"418",84,"active",1,0
"419",84,"active",3,0
"420",84,"active",2,0
"421",85,"active",0,0
"422",85,"active",1,0
"423",85,"active",4,0
"424",85,"active",12,0
"425",85,"active",2,0
"426",86,"passive",18,0
"427",86,"passive",10,0
"428",86,"passive",16,0
"429",86,"passive",30,0
"430",86,"passive",22,0
"431",87,"passive",16,0
"432",87,"passive",11,0
"433",87,"passive",18,0
"434",87,"passive",26,0
"435",87,"passive",13,0
"436",88,"active",11,1
"437",88,"active",19,1
"438",88,"active",16,1
"439",88,"active",24,1
"440",88,"active",17,1
"441",89,"active",12,0
"442",89,"active",1,0
"443",89,"active",0,0
"444",89,"active",0,0
"445",89,"active",0,0
"446",90,"passive",5,0
"447",90,"passive",3,0
"448",90,"passive",6,0
"449",90,"passive",2,0
"450",90,"passive",4,0
"451",91,"active",20,0
"452",91,"active",5,0
"453",91,"active",7,0
"454",91,"active",20,0
"455",91,"active",7,0
"456",92,"passive",6,0
"457",92,"passive",1,0
"458",92,"passive",11,0
"459",92,"passive",0,0
"460",92,"passive",11,0
"461",93,"passive",8,0
"462",93,"passive",6,0
"463",93,"passive",17,0
"464",93,"passive",1,0
"465",93,"passive",1,0
"466",94,"passive",2,0
"467",94,"passive",0,0
"468",94,"passive",0,0
"469",94,"passive",3,0
"470",94,"passive",1,0
"471",95,"passive",16,0
"472",95,"passive",25,0
"473",95,"passive",20,0
"474",95,"passive",17,0
"475",95,"passive",10,0
"476",96,"passive",0,1
"477",96,"passive",0,1
"478",96,"passive",0,1
"479",96,"passive",0,1
"480",96,"passive",0,1
"481",97,"passive",8,6
"482",97,"passive",13,6
"483",97,"passive",6,6
"484",97,"passive",16,6
"485",97,"passive",16,6
"486",98,"passive",2,0
"487",98,"passive",5,0
"488",98,"passive",7,0
"489",98,"passive",2,0
"490",98,"passive",7,0
